Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Starting Age,Age_Group,Starting_Age_Group
35449,46,Male,7,Healthcare,9515,Good,High,Low,2,No,7,Master’s Degree,Married,0,Entry,Medium,33,No,No,No,Good,Medium,Stayed,39,45-54,35-44
35035,35,Female,5,Finance,6801,Good,Medium,Average,1,No,46,Associate Degree,Single,3,Mid,Medium,29,Yes,No,Yes,Fair,Low,Left,30,35-44,25-34
1762,23,Male,4,Technology,8273,Fair,Low,Average,3,No,10,Master’s Degree,Divorced,4,Senior,Medium,68,No,No,Yes,Poor,High,Stayed,19,18-25,18-25
33409,28,Female,2,Healthcare,8250,Good,High,Average,0,No,34,Bachelor’s Degree,Divorced,4,Entry,Large,67,No,No,Yes,Poor,High,Stayed,26,25-34,25-34
70670,27,Female,2,Technology,10187,Poor,High,Below Average,0,Yes,16,Bachelor’s Degree,Married,4,Mid,Medium,64,No,No,No,Good,Low,Left,25,25-34,25-34
32660,27,Female,2,Education,2480,Good,Low,Average,1,No,77,Bachelor’s Degree,Married,1,Entry,Medium,53,Yes,No,No,Good,Low,Left,25,25-34,25-34
43551,42,Male,23,Technology,8287,Poor,Medium,Below Average,2,No,19,Master’s Degree,Married,1,Mid,Small,35,No,No,No,Good,Very High,Stayed,19,35-44,18-25
17597,49,Male,5,Education,5494,Excellent,Medium,Low,0,No,30,Associate Degree,Divorced,3,Mid,Medium,67,Yes,No,Yes,Fair,Low,Stayed,44,45-54,35-44
25140,44,Male,21,Healthcare,8063,Fair,Low,Average,1,No,25,Master’s Degree,Single,0,Senior,Medium,43,No,No,No,Good,High,Stayed,23,35-44,18-25
28432,50,Male,13,Finance,10147,Good,High,Average,2,No,75,High School,Married,3,Entry,Medium,21,No,No,No,Poor,Medium,Stayed,37,45-54,35-44
46969,40,Female,3,Technology,9674,Good,High,Average,0,No,89,Bachelor’s Degree,Married,0,Entry,Small,59,No,No,No,Good,Medium,Left,37,35-44,35-44
45509,55,Male,36,Finance,10316,Excellent,Medium,Average,0,No,33,High School,Married,1,Entry,Medium,101,No,No,No,Good,Very High,Stayed,19,55-64,18-25
7607,47,Female,20,Technology,8889,Fair,Very High,High,0,No,38,Associate Degree,Single,0,Entry,Medium,71,No,No,No,Good,Medium,Left,27,45-54,25-34
54475,41,Male,8,Healthcare,9001,Good,Very High,Average,2,No,25,Bachelor’s Degree,Single,0,Entry,Medium,16,No,No,Yes,Fair,Medium,Left,33,35-44,25-34
19173,39,Female,8,Education,4605,Poor,Low,Average,0,No,59,PhD,Single,0,Mid,Large,46,No,No,No,Good,Low,Left,31,35-44,25-34
57702,28,Male,2,Education,6240,Good,Low,Average,2,No,97,Bachelor’s Degree,Single,0,Mid,Medium,79,Yes,No,Yes,Poor,Medium,Left,26,25-34,25-34
22474,34,Female,13,Media,6002,Good,High,Average,1,No,92,Master’s Degree,Single,1,Mid,Medium,59,No,No,No,Good,Low,Stayed,21,25-34,18-25
32082,51,Female,4,Healthcare,7108,Excellent,Medium,Below Average,2,Yes,89,PhD,Divorced,1,Entry,Medium,42,Yes,No,No,Good,High,Stayed,47,45-54,45-54
12914,58,Male,32,Education,4598,Excellent,Medium,High,3,Yes,57,Master’s Degree,Single,0,Mid,Medium,93,No,No,No,Poor,Low,Left,26,55-64,25-34
20102,55,Male,22,Education,4496,Excellent,High,Average,3,Yes,32,Master’s Degree,Married,3,Mid,Small,69,No,No,No,Poor,Low,Stayed,33,55-64,25-34
24866,57,Male,38,Media,5786,Poor,High,High,1,No,90,Associate Degree,Single,1,Senior,Large,61,No,No,No,Fair,Medium,Stayed,19,55-64,18-25
36355,49,Male,28,Education,3608,Good,Low,Below Average,0,No,49,Master’s Degree,Married,0,Entry,Large,94,No,No,No,Poor,Medium,Stayed,21,45-54,18-25
72211,55,Female,30,Media,6025,Poor,High,High,0,Yes,23,Master’s Degree,Single,3,Entry,Medium,89,Yes,No,No,Good,Low,Left,25,55-64,25-34
10802,22,Male,3,Technology,9602,Good,Very High,High,0,No,99,High School,Single,1,Entry,Medium,79,No,No,No,Poor,Low,Left,19,18-25,18-25
68703,51,Male,9,Finance,7640,Poor,High,Average,2,No,4,Bachelor’s Degree,Married,1,Mid,Medium,21,No,No,No,Good,Medium,Stayed,42,45-54,35-44
56858,45,Male,9,Technology,8415,Excellent,Low,Average,0,Yes,47,High School,Married,0,Senior,Large,80,No,No,Yes,Fair,Low,Stayed,36,45-54,35-44
64392,25,Female,6,Media,5510,Excellent,Very High,Below Average,0,No,9,PhD,Divorced,1,Entry,Medium,68,No,No,No,Good,Low,Stayed,19,25-34,18-25
71942,34,Male,10,Technology,9388,Fair,High,Low,1,No,83,Associate Degree,Married,3,Entry,Medium,42,No,No,No,Fair,High,Left,24,25-34,18-25
40378,30,Male,1,Healthcare,9819,Fair,Medium,High,2,No,25,Bachelor’s Degree,Married,1,Entry,Small,14,Yes,No,No,Poor,Low,Left,29,25-34,25-34
51571,19,Male,1,Finance,8419,Fair,Very High,High,1,Yes,26,High School,Single,1,Mid,Medium,19,No,No,No,Good,High,Left,18,18-25,18-25
34773,57,Female,6,Technology,7344,Good,High,Below Average,4,No,98,Associate Degree,Single,3,Mid,Medium,49,Yes,No,No,Poor,Medium,Stayed,51,55-64,45-54
47827,45,Male,25,Education,4738,Poor,High,Average,1,No,5,High School,Divorced,1,Senior,Large,42,No,No,No,Good,Low,Stayed,20,45-54,18-25
41527,42,Female,24,Media,5353,Fair,Medium,High,2,Yes,94,Master’s Degree,Single,4,Senior,Small,78,No,No,No,Poor,Medium,Stayed,18,35-44,18-25
66387,39,Female,21,Media,5798,Good,High,High,3,Yes,73,Associate Degree,Divorced,5,Mid,Small,42,No,No,No,Good,Medium,Stayed,18,35-44,18-25
23296,41,Male,22,Technology,7611,Good,High,High,0,No,23,Bachelor’s Degree,Married,0,Entry,Medium,47,No,No,No,Fair,Low,Left,19,35-44,18-25
33394,37,Male,5,Healthcare,8759,Fair,High,Average,0,No,27,Associate Degree,Single,2,Mid,Large,64,No,No,Yes,Good,High,Left,32,35-44,25-34
28702,34,Female,2,Healthcare,7025,Good,High,Average,2,No,21,Master’s Degree,Married,1,Mid,Medium,67,No,No,No,Poor,Low,Left,32,25-34,25-34
35962,29,Female,7,Technology,10397,Fair,Very High,Average,3,No,45,PhD,Single,0,Senior,Small,35,Yes,No,No,Fair,Medium,Stayed,22,25-34,18-25
69276,53,Female,7,Education,3505,Good,Very High,Average,0,No,45,Bachelor’s Degree,Single,0,Entry,Large,58,No,No,No,Fair,Medium,Left,46,45-54,45-54
58616,56,Male,38,Healthcare,5512,Fair,High,Low,2,Yes,53,Master’s Degree,Divorced,3,Mid,Small,100,Yes,No,No,Good,Very High,Stayed,18,55-64,18-25
63873,53,Female,27,Finance,7769,Good,High,Average,1,No,57,Bachelor’s Degree,Married,3,Mid,Small,62,No,No,Yes,Good,Medium,Stayed,26,45-54,25-34
36372,51,Male,28,Education,5441,Good,High,High,0,Yes,87,Bachelor’s Degree,Married,4,Mid,Medium,69,No,No,No,Good,Low,Stayed,23,45-54,18-25
56825,26,Male,8,Media,4897,Excellent,Low,Average,0,Yes,25,Bachelor’s Degree,Single,1,Senior,Small,82,No,No,No,Good,High,Stayed,18,25-34,18-25
64852,52,Male,19,Technology,7684,Excellent,High,Average,0,No,64,Associate Degree,Single,1,Entry,Medium,87,No,No,No,Fair,High,Left,33,45-54,25-34
48830,49,Female,3,Healthcare,6419,Excellent,Very High,Below Average,1,No,42,PhD,Married,0,Entry,Small,45,No,No,No,Excellent,Low,Left,46,45-54,45-54
44546,54,Male,6,Education,5794,Fair,High,Average,2,No,34,Associate Degree,Married,1,Mid,Medium,11,No,No,No,Poor,Medium,Left,48,45-54,45-54
50374,55,Female,20,Media,5574,Good,High,Average,4,No,89,Bachelor’s Degree,Divorced,4,Senior,Medium,35,No,No,No,Poor,High,Stayed,35,55-64,35-44
23523,34,Male,3,Education,5004,Excellent,High,Below Average,0,No,89,Bachelor’s Degree,Married,2,Senior,Medium,81,No,No,No,Good,Low,Stayed,31,25-34,25-34
482,28,Female,1,Finance,7394,Fair,High,Average,0,Yes,7,Bachelor’s Degree,Married,0,Entry,Medium,49,No,No,No,Fair,High,Left,27,25-34,25-34
29705,42,Female,10,Healthcare,8331,Good,High,Average,0,No,80,Master’s Degree,Divorced,2,Mid,Large,57,Yes,No,No,Good,High,Stayed,32,35-44,25-34
19056,35,Male,13,Education,4619,Fair,Low,Average,2,Yes,52,Associate Degree,Married,1,Senior,Large,30,No,No,No,Fair,Low,Stayed,22,35-44,18-25
69218,56,Male,26,Media,6255,Fair,High,Average,3,No,79,PhD,Single,0,Entry,Small,58,No,No,No,Good,Low,Stayed,30,55-64,25-34
12036,29,Female,2,Healthcare,7520,Excellent,Very High,Average,0,Yes,53,Associate Degree,Single,1,Entry,Large,21,No,No,Yes,Good,Medium,Left,27,25-34,25-34
64163,35,Male,7,Healthcare,7853,Fair,Low,Average,0,No,81,Associate Degree,Married,1,Mid,Large,26,No,No,No,Poor,Low,Stayed,28,35-44,25-34
42246,47,Male,8,Technology,10840,Good,Low,Average,0,No,78,PhD,Single,4,Entry,Medium,52,No,No,No,Good,Medium,Stayed,39,45-54,35-44
7487,37,Male,17,Healthcare,7492,Good,Very High,Average,3,No,43,Associate Degree,Married,0,Mid,Medium,94,Yes,No,No,Good,Medium,Stayed,20,35-44,18-25
16051,33,Female,6,Technology,10925,Good,Low,Low,0,No,9,Associate Degree,Married,6,Mid,Medium,66,No,No,No,Good,Medium,Left,27,25-34,25-34
53276,33,Male,5,Media,6042,Good,Low,Average,1,No,63,Bachelor’s Degree,Single,1,Entry,Medium,24,No,Yes,Yes,Excellent,High,Left,28,25-34,25-34
15683,22,Male,3,Technology,7340,Good,High,Average,2,No,40,Associate Degree,Married,5,Mid,Small,50,No,No,Yes,Fair,Low,Stayed,19,18-25,18-25
47788,35,Female,14,Education,4602,Good,High,Average,1,No,78,Associate Degree,Married,0,Senior,Large,24,No,No,No,Poor,Low,Stayed,21,35-44,18-25
46094,53,Male,7,Education,2988,Excellent,Medium,Average,0,Yes,83,Bachelor’s Degree,Married,1,Entry,Medium,34,No,No,No,Fair,High,Stayed,46,45-54,45-54
57405,57,Male,1,Education,4758,Good,Low,Average,1,No,24,Associate Degree,Married,1,Entry,Medium,74,No,No,No,Poor,High,Stayed,56,55-64,55-64
36212,29,Male,7,Technology,6971,Fair,High,Average,2,No,63,Bachelor’s Degree,Single,1,Entry,Medium,38,No,No,No,Poor,Medium,Left,22,25-34,18-25
7520,59,Male,34,Healthcare,7365,Poor,Medium,Below Average,3,No,24,Master’s Degree,Divorced,6,Senior,Medium,86,No,No,No,Poor,Medium,Stayed,25,55-64,25-34
12335,30,Male,6,Media,5620,Good,Low,Average,0,Yes,18,Master’s Degree,Single,2,Entry,Small,56,No,No,No,Good,Low,Left,24,25-34,18-25
28857,55,Male,18,Healthcare,7732,Good,Low,High,0,No,20,Bachelor’s Degree,Single,3,Mid,Large,22,No,No,No,Good,Low,Stayed,37,55-64,35-44
51913,54,Male,30,Healthcare,8739,Good,High,High,0,No,67,Master’s Degree,Married,1,Entry,Large,106,No,No,No,Good,Low,Stayed,24,45-54,18-25
40217,32,Male,14,Media,5892,Poor,High,Average,0,No,87,Master’s Degree,Single,0,Mid,Medium,73,No,No,No,Good,Medium,Left,18,25-34,18-25
4329,34,Male,15,Technology,10858,Fair,Low,Average,0,Yes,82,Bachelor’s Degree,Single,1,Senior,Medium,81,No,No,No,Fair,Low,Left,19,25-34,18-25
1679,19,Male,1,Media,6061,Poor,High,Average,2,No,79,Associate Degree,Single,1,Entry,Medium,44,No,No,Yes,Fair,High,Left,18,18-25,18-25
35927,39,Female,14,Education,5313,Excellent,Medium,Average,0,Yes,25,High School,Divorced,3,Mid,Small,35,No,No,No,Good,High,Stayed,25,35-44,25-34
12190,54,Female,5,Education,4200,Excellent,High,Average,1,No,73,Associate Degree,Married,0,Entry,Small,38,No,No,No,Good,Medium,Left,49,45-54,45-54
66342,21,Male,1,Technology,6836,Poor,High,Average,0,Yes,17,PhD,Married,5,Senior,Medium,75,Yes,No,No,Poor,Medium,Stayed,20,18-25,18-25
33630,24,Male,1,Technology,8073,Good,High,Below Average,0,No,27,Associate Degree,Married,4,Mid,Medium,61,No,No,No,Good,Low,Stayed,23,18-25,18-25
20073,53,Male,25,Finance,9234,Excellent,High,Average,2,No,39,High School,Single,1,Mid,Medium,40,No,No,No,Fair,Low,Left,28,45-54,25-34
44963,43,Male,7,Technology,8813,Good,High,Average,1,No,31,Bachelor’s Degree,Single,0,Mid,Small,23,No,No,No,Good,High,Left,36,35-44,35-44
33490,47,Female,17,Education,4460,Fair,Medium,Low,0,Yes,33,High School,Single,2,Mid,Medium,41,No,No,No,Excellent,High,Left,30,45-54,25-34
73468,53,Female,22,Media,6446,Good,High,Average,2,Yes,37,Master’s Degree,Single,0,Senior,Medium,58,No,No,No,Poor,Low,Stayed,31,45-54,25-34
67906,55,Male,13,Healthcare,8619,Good,Low,High,0,Yes,66,Associate Degree,Married,2,Mid,Medium,91,No,No,No,Poor,Medium,Left,42,55-64,35-44
55291,43,Female,21,Finance,7555,Fair,Very High,Average,0,No,5,Associate Degree,Single,3,Entry,Small,72,No,No,No,Fair,Medium,Left,22,35-44,18-25
39800,59,Female,35,Education,5084,Fair,High,High,2,No,64,Bachelor’s Degree,Married,4,Mid,Medium,111,No,No,No,Good,Low,Stayed,24,55-64,18-25
6076,47,Female,24,Education,3944,Fair,Very High,Average,0,Yes,15,Master’s Degree,Married,1,Entry,Large,97,No,No,No,Good,High,Stayed,23,45-54,18-25
47947,29,Female,1,Finance,7690,Good,Medium,High,0,No,58,Bachelor’s Degree,Married,0,Senior,Medium,7,Yes,No,No,Poor,High,Stayed,28,25-34,25-34
50150,31,Female,13,Media,6364,Good,High,High,2,Yes,51,PhD,Divorced,0,Mid,Medium,53,No,No,No,Poor,Medium,Stayed,18,25-34,18-25
53574,59,Male,35,Education,5289,Fair,Medium,Average,0,No,30,High School,Divorced,1,Senior,Small,92,No,No,No,Poor,Medium,Stayed,24,55-64,18-25
60085,46,Female,4,Technology,11205,Fair,High,High,0,Yes,50,Associate Degree,Married,0,Mid,Small,72,No,No,No,Good,Low,Left,42,45-54,35-44
69111,54,Male,32,Education,5818,Good,Medium,High,3,Yes,24,High School,Married,1,Senior,Large,54,No,No,No,Poor,Low,Stayed,22,45-54,18-25
12422,56,Female,18,Technology,10415,Good,High,High,0,No,88,High School,Married,2,Mid,Medium,58,No,No,No,Good,Medium,Stayed,38,55-64,35-44
41988,53,Female,31,Healthcare,10358,Good,High,High,0,No,41,Associate Degree,Married,5,Mid,Small,35,Yes,No,No,Good,Low,Stayed,22,45-54,18-25
21593,35,Female,17,Education,5224,Good,Medium,Average,2,No,22,Master’s Degree,Single,4,Entry,Large,29,No,No,No,Poor,Low,Left,18,35-44,18-25
61489,24,Male,4,Media,5821,Good,Very High,Average,1,No,77,Bachelor’s Degree,Married,0,Entry,Medium,18,No,No,Yes,Poor,Low,Left,20,18-25,18-25
33813,55,Female,29,Education,3859,Good,High,Average,0,No,54,Master’s Degree,Married,1,Entry,Small,49,No,No,No,Good,High,Left,26,55-64,25-34
57228,41,Female,11,Education,4118,Good,High,Average,0,No,71,Bachelor’s Degree,Married,2,Entry,Small,51,No,No,No,Good,High,Left,30,35-44,25-34
6876,45,Female,12,Healthcare,9427,Fair,Very High,High,1,No,1,High School,Married,1,Mid,Medium,28,No,No,No,Poor,High,Stayed,33,45-54,25-34
31334,57,Female,28,Technology,9225,Good,Low,Average,2,Yes,87,High School,Married,1,Mid,Large,82,No,No,No,Poor,Low,Stayed,29,55-64,25-34
28584,29,Male,4,Education,3129,Good,High,Below Average,0,No,93,Bachelor’s Degree,Single,0,Entry,Small,82,Yes,No,Yes,Good,Low,Stayed,25,25-34,25-34
25637,43,Male,5,Media,5848,Fair,Medium,High,0,Yes,78,Associate Degree,Single,1,Mid,Medium,56,Yes,No,No,Good,High,Stayed,38,35-44,35-44
28034,59,Female,31,Education,4936,Good,High,Average,2,No,26,Bachelor’s Degree,Married,2,Entry,Large,100,No,No,No,Fair,Low,Stayed,28,55-64,25-34
62601,49,Female,19,Healthcare,9450,Good,High,High,1,No,36,Associate Degree,Married,3,Senior,Small,87,No,No,No,Good,High,Stayed,30,45-54,25-34
51778,21,Female,2,Healthcare,8556,Good,High,Average,0,Yes,91,Master’s Degree,Single,0,Entry,Medium,17,No,No,No,Excellent,Low,Left,19,18-25,18-25
4249,24,Female,1,Media,6052,Good,Very High,Average,0,No,1,Bachelor’s Degree,Single,2,Mid,Large,75,No,No,No,Fair,Medium,Left,23,18-25,18-25
23880,35,Male,1,Education,5097,Good,Low,Average,0,Yes,17,High School,Married,3,Entry,Medium,71,No,No,No,Poor,High,Left,34,35-44,25-34
55924,48,Female,19,Media,5300,Fair,High,Average,0,No,39,Associate Degree,Married,0,Senior,Medium,89,No,No,No,Good,Low,Stayed,29,45-54,25-34
46378,54,Female,2,Finance,6882,Fair,Low,Average,2,No,1,High School,Single,2,Mid,Small,78,Yes,No,No,Good,Medium,Stayed,52,45-54,45-54
65358,59,Female,7,Media,5451,Fair,High,Average,0,No,9,Master’s Degree,Married,0,Mid,Medium,70,No,No,No,Good,Low,Stayed,52,55-64,45-54
16731,46,Male,6,Education,4358,Good,High,Average,0,No,31,Master’s Degree,Divorced,0,Mid,Small,23,Yes,No,No,Good,Low,Stayed,40,45-54,35-44
18505,39,Female,18,Healthcare,8563,Good,High,Average,1,No,83,Associate Degree,Married,3,Entry,Large,49,No,No,No,Poor,Low,Left,21,35-44,18-25
33789,56,Male,17,Media,5341,Excellent,Low,Below Average,0,Yes,59,Bachelor’s Degree,Single,2,Entry,Small,25,Yes,No,No,Fair,Medium,Left,39,55-64,35-44
44115,30,Male,7,Healthcare,9051,Excellent,Very High,Low,0,No,23,Bachelor’s Degree,Single,5,Mid,Medium,62,Yes,No,No,Good,High,Stayed,23,25-34,18-25
7970,44,Male,14,Media,6194,Good,High,Average,0,Yes,7,Bachelor’s Degree,Married,3,Entry,Small,73,Yes,No,No,Fair,High,Left,30,35-44,25-34
65922,41,Male,6,Education,4532,Fair,High,Average,1,Yes,97,PhD,Married,0,Entry,Medium,46,No,No,No,Poor,Low,Stayed,35,35-44,35-44
60107,52,Female,5,Healthcare,8513,Fair,High,Average,1,Yes,85,High School,Single,2,Mid,Large,27,No,No,Yes,Poor,Medium,Left,47,45-54,45-54
809,42,Male,3,Healthcare,8017,Excellent,High,Average,1,Yes,82,High School,Single,1,Senior,Medium,27,No,No,Yes,Good,High,Left,39,35-44,35-44
5538,55,Male,18,Education,2534,Good,High,Below Average,0,Yes,22,Master’s Degree,Single,0,Entry,Small,20,No,No,No,Fair,High,Left,37,55-64,35-44
56360,32,Male,12,Technology,9458,Excellent,High,Average,0,No,65,High School,Married,0,Entry,Medium,72,No,No,No,Fair,Very High,Stayed,20,25-34,18-25
35881,39,Male,14,Healthcare,7724,Fair,High,High,2,No,48,Bachelor’s Degree,Divorced,1,Entry,Medium,26,No,No,Yes,Good,Medium,Left,25,35-44,25-34
63635,45,Male,25,Technology,8795,Poor,Very High,Average,2,Yes,41,Bachelor’s Degree,Divorced,0,Entry,Medium,82,No,No,No,Good,Medium,Stayed,20,45-54,18-25
16040,28,Male,6,Healthcare,8709,Fair,High,Average,2,No,4,Master’s Degree,Single,1,Entry,Medium,68,No,No,No,Poor,Low,Left,22,25-34,18-25
44673,32,Male,4,Healthcare,7238,Excellent,High,Average,0,No,45,Master’s Degree,Single,0,Entry,Large,81,No,No,No,Good,Medium,Stayed,28,25-34,25-34
51492,40,Male,20,Technology,9572,Fair,High,Below Average,1,No,67,Bachelor’s Degree,Single,5,Entry,Medium,73,No,No,No,Poor,Low,Left,20,35-44,18-25
35834,28,Male,1,Media,6437,Excellent,Low,High,1,Yes,48,High School,Single,2,Entry,Medium,30,Yes,No,No,Poor,Low,Stayed,27,25-34,25-34
7341,31,Female,10,Finance,8636,Good,Very High,Average,0,No,54,Bachelor’s Degree,Married,0,Mid,Large,40,No,No,Yes,Good,Low,Stayed,21,25-34,18-25
2619,59,Male,14,Healthcare,7448,Fair,High,High,0,No,21,High School,Married,5,Entry,Large,67,No,No,No,Good,Medium,Left,45,55-64,45-54
8627,40,Male,3,Healthcare,8184,Fair,Very High,Average,0,No,6,Associate Degree,Married,0,Entry,Medium,38,No,No,No,Good,Medium,Left,37,35-44,35-44
64890,53,Male,32,Education,4123,Good,Medium,Average,0,Yes,9,Associate Degree,Married,4,Entry,Small,34,No,No,No,Good,High,Stayed,21,45-54,18-25
65363,48,Male,23,Healthcare,6236,Fair,High,Average,0,No,57,Bachelor’s Degree,Divorced,1,Mid,Large,71,No,No,No,Poor,Low,Left,25,45-54,25-34
9662,30,Male,12,Technology,9844,Poor,High,Below Average,0,No,57,Bachelor’s Degree,Single,1,Senior,Medium,85,Yes,No,No,Fair,Medium,Left,18,25-34,18-25
1466,49,Female,18,Media,7235,Excellent,High,Below Average,1,No,63,High School,Single,4,Mid,Medium,64,No,No,No,Good,High,Stayed,31,45-54,25-34
38129,43,Female,20,Education,3849,Good,Medium,Average,1,No,22,Master’s Degree,Married,0,Mid,Large,41,Yes,No,No,Good,High,Stayed,23,35-44,18-25
58665,35,Female,10,Finance,8939,Excellent,High,Below Average,1,Yes,34,Bachelor’s Degree,Married,2,Mid,Large,45,No,Yes,No,Good,High,Stayed,25,35-44,25-34
3368,42,Male,20,Healthcare,7678,Poor,Very High,High,0,Yes,11,Bachelor’s Degree,Divorced,1,Mid,Small,83,No,No,No,Good,High,Left,22,35-44,18-25
31936,35,Female,1,Education,3546,Good,Medium,High,0,No,64,High School,Married,1,Mid,Small,31,No,No,No,Good,Low,Left,34,35-44,25-34
19017,28,Male,10,Education,4480,Good,Very High,Average,2,No,2,High School,Married,1,Senior,Medium,48,Yes,No,No,Fair,Low,Stayed,18,25-34,18-25
52337,44,Female,14,Education,3720,Fair,Medium,Average,2,Yes,73,Associate Degree,Single,3,Mid,Large,22,No,No,No,Fair,Low,Left,30,35-44,25-34
162,58,Male,37,Healthcare,7921,Fair,Medium,Average,0,No,61,Associate Degree,Married,5,Entry,Small,88,No,No,No,Poor,High,Stayed,21,55-64,18-25
59294,46,Female,23,Education,4197,Good,Medium,Below Average,1,Yes,11,High School,Single,0,Mid,Small,76,No,No,No,Fair,Low,Stayed,23,45-54,18-25
12803,26,Male,7,Media,6355,Good,Low,Low,2,No,13,Bachelor’s Degree,Single,2,Mid,Medium,56,No,No,No,Good,Medium,Left,19,25-34,18-25
54754,43,Female,12,Healthcare,7318,Fair,Very High,Average,3,No,15,Master’s Degree,Married,4,Mid,Small,19,No,No,Yes,Fair,High,Stayed,31,35-44,25-34
71128,34,Male,8,Technology,7222,Excellent,High,High,0,Yes,36,Master’s Degree,Married,3,Senior,Medium,39,No,No,Yes,Fair,Low,Stayed,26,25-34,25-34
5474,36,Female,9,Technology,7632,Fair,High,Average,2,Yes,67,Bachelor’s Degree,Single,1,Mid,Small,58,No,No,Yes,Good,Very High,Left,27,35-44,25-34
57178,31,Male,13,Education,3963,Fair,High,Average,0,No,30,Associate Degree,Married,2,Mid,Medium,19,No,No,Yes,Fair,Medium,Stayed,18,25-34,18-25
9102,30,Male,10,Finance,7807,Fair,Medium,Average,0,Yes,79,Associate Degree,Divorced,1,Entry,Medium,89,Yes,No,No,Good,Medium,Stayed,20,25-34,18-25
66287,56,Female,22,Finance,9656,Good,Medium,Low,1,No,24,Associate Degree,Divorced,3,Entry,Medium,100,No,No,No,Good,Low,Left,34,55-64,25-34
68190,38,Female,17,Technology,9724,Fair,High,Average,0,No,49,Bachelor’s Degree,Single,2,Senior,Medium,32,Yes,Yes,Yes,Poor,High,Stayed,21,35-44,18-25
53204,40,Male,7,Technology,7668,Fair,High,Average,2,Yes,67,Associate Degree,Married,1,Entry,Medium,74,Yes,No,No,Poor,Medium,Stayed,33,35-44,25-34
48825,38,Female,20,Healthcare,7449,Good,High,Average,1,No,80,Bachelor’s Degree,Married,4,Mid,Medium,56,Yes,No,No,Good,Medium,Stayed,18,35-44,18-25
35156,34,Male,1,Technology,9254,Excellent,Low,Average,1,No,87,High School,Married,2,Mid,Large,52,No,No,No,Fair,High,Stayed,33,25-34,25-34
58897,38,Male,10,Healthcare,8460,Poor,Very High,Average,0,No,28,Bachelor’s Degree,Single,4,Senior,Medium,85,No,No,No,Good,Low,Left,28,35-44,25-34
70601,26,Female,5,Media,6390,Poor,Very High,Low,0,No,12,Associate Degree,Married,3,Entry,Medium,68,No,No,No,Good,Low,Left,21,25-34,18-25
44336,46,Male,19,Finance,8581,Fair,Very High,Below Average,1,No,64,Associate Degree,Divorced,1,Entry,Medium,21,No,No,No,Fair,High,Left,27,45-54,25-34
52324,39,Female,12,Healthcare,9384,Fair,Low,Average,0,Yes,76,Bachelor’s Degree,Divorced,3,Entry,Medium,79,No,No,No,Fair,Low,Left,27,35-44,25-34
4999,34,Male,13,Finance,5703,Good,High,Average,0,No,55,High School,Married,2,Entry,Medium,63,No,Yes,No,Good,Low,Left,21,25-34,18-25
25530,56,Female,28,Education,3864,Fair,Low,Average,0,No,36,Bachelor’s Degree,Single,0,Entry,Medium,67,No,Yes,No,Poor,Low,Left,28,55-64,25-34
33196,36,Female,16,Media,5568,Fair,Medium,Average,3,Yes,88,Bachelor’s Degree,Divorced,1,Entry,Medium,49,No,No,No,Fair,High,Left,20,35-44,18-25
33214,52,Male,23,Healthcare,6905,Good,High,Average,1,Yes,56,Bachelor’s Degree,Married,0,Entry,Small,101,No,No,Yes,Good,Very High,Stayed,29,45-54,25-34
73146,22,Male,2,Technology,8844,Good,Low,Average,0,Yes,20,High School,Single,0,Mid,Medium,39,No,No,No,Poor,Medium,Left,20,18-25,18-25
14422,27,Female,9,Media,5932,Fair,Very High,Average,0,No,96,Associate Degree,Divorced,0,Entry,Small,87,No,No,No,Good,Low,Left,18,25-34,18-25
41687,48,Male,16,Technology,10345,Poor,High,Low,1,No,45,Associate Degree,Married,0,Senior,Medium,91,Yes,No,Yes,Excellent,Medium,Stayed,32,45-54,25-34
13959,31,Female,10,Technology,6566,Fair,High,Average,1,No,87,High School,Married,0,Entry,Small,34,No,No,No,Poor,Medium,Left,21,25-34,18-25
61707,56,Male,31,Technology,7707,Good,High,Average,2,No,83,High School,Married,0,Entry,Large,66,No,No,No,Fair,Medium,Stayed,25,55-64,25-34
45071,47,Female,18,Healthcare,7968,Poor,Very High,Average,0,No,89,Bachelor’s Degree,Single,3,Entry,Small,58,No,No,No,Excellent,Medium,Left,29,45-54,25-34
5767,39,Female,15,Media,5405,Fair,Very High,Average,0,No,69,Associate Degree,Divorced,6,Mid,Large,63,No,Yes,No,Excellent,Medium,Stayed,24,35-44,18-25
25726,45,Male,8,Finance,7910,Fair,Very High,Average,0,No,24,Master’s Degree,Single,3,Mid,Small,28,Yes,No,Yes,Good,Medium,Stayed,37,45-54,35-44
7500,52,Female,30,Technology,8583,Good,High,Average,1,No,67,Associate Degree,Married,0,Mid,Small,33,Yes,No,No,Poor,Low,Stayed,22,45-54,18-25
40011,53,Male,9,Healthcare,7328,Good,Medium,Average,0,Yes,79,Associate Degree,Married,5,Mid,Medium,60,Yes,No,Yes,Good,Medium,Stayed,44,45-54,35-44
